minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.62016128840476,30.045861845802612,15.211445437101023,39.087977088090526,9.29881298709068,18.761095045357674,12.379025369881482,28.67581444586354
0,Marvin the Martian,0.606116274741477,29.215141738027715,14.486075597002507,29.2231628913811,5.8672975279148725,25.07920117624391,12.327963151911435,19.16545830952911
0,Road Runner,0.6271001269795881,31.741133876749906,14.801870884896845,35.412652599129174,6.371376153363352,23.44363457745114,12.812733861314264,25.700379211069855
0,Foghorn Leghorn,0.6155183765133296,29.432795563850238,15.806158320105522,33.601658492742835,4.965460958433489,18.427741038478878,17.104741197382065,32.588156454540794
0,Bugs Bunny,0.6491634274784499,32.48945887219044,16.087307845507436,35.00299076682075,7.2979084286248295,20.688058718053444,12.571945474167663,27.210379480365457
0,Elmer Fudd,0.6188890536119842,29.420947005519388,15.574357742374037,38.225570465053224,3.8266763024327126,23.35068283322025,16.165489190654746,31.610219273896522
0,Lola Bunny,0.6343961499817282,33.39439950258405,12.668660960852494,37.85515570120881,5.626220414433837,16.182521985796004,14.13584865043943,35.44950025057027
0,Porky Pig,0.6111768010206059,31.31446373718304,17.411481613336814,34.35051676124555,5.877468451282734,16.47152804462163,15.124680527533506,30.316042585646482
0,Tasmanian Devil,0.6128533856244344,26.513361921694656,16.145623656853502,34.4463859765332,4.916596749051338,26.544208229779294,11.39472040203104,19.52495236324491
0,Gossamer,0.6178619625233429,31.686416282519865,14.940461926918848,36.22659086765457,5.6309049752813936,16.870121083870842,10.860808670361575,27.127723723102047
0,Granny,0.6131712753962546,28.744334365024734,14.545903708555855,31.507132715046737,5.9199013011370845,26.678391309513664,16.351699342431132,25.43727317886
0,Wile E. Coyote,0.6091440185957705,27.20530904518854,14.362085792232838,33.69688817414229,7.043047458419956,21.620891028118113,11.960357320304986,23.22574073368261
0,Tweety,0.6232329417976842,27.26826821379386,13.677280148708524,36.558370532980184,5.982272393636146,29.043835088751692,12.562556860625524,22.633310097747508
0,Penelope,0.6196306773750109,27.16613076586297,14.466044720503849,28.508313040714604,9.123014754091118,16.50699694021774,8.402283803267231,18.360049771761613
0,Daffy Duck,0.6177189175249299,32.38327067316903,14.584616723319053,31.85505022684973,5.663165618726736,19.61962669094521,15.661285109700296,29.71968447158793
12,Sylvester,0.6178419081654178,34.363843946804934,16.174510509020063,36.610079470978754,7.48174568938846,14.560127135825354,13.668489130346254,31.796896996198146
12,Marvin the Martian,0.6306494287125651,35.812165281853204,14.18719946778624,33.49864901293839,7.3052618533225315,23.2425433065577,10.517795490423886,22.202806806238325
12,Road Runner,0.6183872219620791,30.02873631315977,15.24020339759088,38.05059324634603,5.730108749639744,27.70134697188712,14.619200506266766,26.4031806387793
12,Foghorn Leghorn,0.6169621322631551,27.119330929791026,15.295194211309168,32.82992979957666,6.928808879760659,18.592663729775445,16.77547335527955,31.21263236434518
12,Bugs Bunny,0.6241650106226873,31.1301974006827,15.32021815432646,32.83668168225477,5.308291711504289,21.23797805324911,14.08998742494031,27.047970259348464
12,Elmer Fudd,0.617822194542418,32.34589657260047,16.236376455399785,34.04788512287541,5.510163671311092,26.338683729208842,14.47627211375487,24.348184910960352
12,Lola Bunny,0.6332251931154596,32.57093565056268,14.944003666631916,35.55901573991299,3.8054269622066084,21.938854800425407,15.66088035659755,31.66926819338617
12,Porky Pig,0.6076399398671772,25.80008589982715,16.625776183698317,37.66190886112235,3.6261569771073177,17.27072634679541,12.488753966368037,28.40396786093049
12,Tasmanian Devil,0.6211531747966198,27.115104936531182,14.556371175989097,35.098741362386384,4.269436890486957,21.692618840071,9.395147502685997,21.723637031099376
12,Gossamer,0.6254308631568714,27.175635884488496,14.342073632503693,35.10570746405365,4.510481591741392,12.39971481518901,14.236072587003804,34.512172271927696
